"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 15 17:34:31 GMT 2021","Wed Dec 15 17:34:31 GMT 2021","7","","<MainPage/>","","<MainPage/>","render unauthorized main page","render unauthorized main page",""
"passed","Wed Dec 15 17:38:38 GMT 2021","Wed Dec 15 17:38:38 GMT 2021","653","","a11y/Accessibility.spec.mjs","A11y","","","Sign up accessibility",""
"passed","Wed Dec 15 17:34:58 GMT 2021","Wed Dec 15 17:34:58 GMT 2021","10","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in success","Sign in with correct data",""
"passed","Wed Dec 15 17:34:59 GMT 2021","Wed Dec 15 17:34:59 GMT 2021","28","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add list to added","Add list to added",""
"passed","Wed Dec 15 17:34:31 GMT 2021","Wed Dec 15 17:34:31 GMT 2021","7","","<PlaceItem/>","","<PlaceItem/>","render place item","render place item",""
"passed","Wed Dec 15 17:34:31 GMT 2021","Wed Dec 15 17:34:31 GMT 2021","8","","<Preview/>","","<Preview/>","render unauthorized preview","render unauthorized preview",""
"passed","Wed Dec 15 17:34:57 GMT 2021","Wed Dec 15 17:34:58 GMT 2021","77","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign in failed","Sign in with incorrect data",""
"passed","Wed Dec 15 17:34:59 GMT 2021","Wed Dec 15 17:34:59 GMT 2021","26","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","add places list when unauthorized","Add places list (unauthorized)",""
"passed","Wed Dec 15 17:34:58 GMT 2021","Wed Dec 15 17:34:58 GMT 2021","45","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","sign up success","Sign up with correct data",""
"passed","Wed Dec 15 17:34:58 GMT 2021","Wed Dec 15 17:34:58 GMT 2021","5","","Controller Authorization Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.AuthorizationControllerTest","current user when unauthorized","Current user when unauthorized",""
"passed","Wed Dec 15 17:34:29 GMT 2021","Wed Dec 15 17:34:29 GMT 2021","91","","<PlacesList/>","","<PlacesList/>","render owner places list","render owner places list",""
"passed","Wed Dec 15 17:34:29 GMT 2021","Wed Dec 15 17:34:29 GMT 2021","25","","<PlacesList/>","","<PlacesList/>","render other places list when unauthorized","render other places list when unauthorized",""
"passed","Wed Dec 15 17:34:59 GMT 2021","Wed Dec 15 17:34:59 GMT 2021","8","","Controller Places Tests (Backend)","","com.itmo.kkrukhmalev.places.backend.controller.PlacesControllerTest","get places lists with exception","Get all places lists (exception)",""
"passed","Wed Dec 15 17:34:31 GMT 2021","Wed Dec 15 17:34:31 GMT 2021","19","","<MainPage/>","","<MainPage/>","render authorized main page","render authorized main page",""
"passed","Wed Dec 15 17:34:32 GMT 2021","Wed Dec 15 17:34:32 GMT 2021","13","","<SignIn/>","","<SignIn/>","render sign in page","render sign in page",""
